Column1,Title,Location,Currency,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Neighborhood
5887,"Plots On Cameron Road, Old Ikoyi [1000sqm ,2000sqm And 1566sqm",Cameron Road Old Ikoyi Ikoyi Lagos,₦,"360,000,000",0,0,0, beds, baths, Toilets,Old Ikoyi
5888,"Plots On Cameron Road, Old Ikoyi [1000sqm ,2000sqm And 1566sqm",Cameron Road Old Ikoyi Ikoyi Lagos,₦,"360,000,000",0,0,0, beds, baths, Toilets,Old Ikoyi
5889,High Streets Plots For Sale In Old Ikoy,Bourdillon Bourdillon Ikoyi Lagos,₦,"1,600,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikoyi
5890,"For Sale Smaller Plots In Ikoyi 600sqm, 1000sqm , 700sqm And 1450sqm",Ikoyi Areas Old Ikoyi Ikoyi Lagos,₦,"270,000,000",0,0,0,0 beds,0 baths,0 Toilets,Old Ikoyi
5891,"2,400sqms Land For N280,000 Per Sqms",Aso Street Parkview Estate Ikoyi Lagos,₦,"672,000,000",0,1,0,0 beds,0 baths,0 Toilets,Parkview
5892,"Waterfront Plots For Sale , 800sqm, 500sqm,and 420sqm",Banana Island Banana Island Ikoyi Lagos,₦,"275,000,000",0,1,0,0 beds,0 baths,0 Toilets,Banana Island
5893,Luxury 5 Bedroom Semi Detached Duplex For Sale In Mojisola Onikoyi Estate,Mojisola Onikoyi Estate Ikoyi Lagos,₦,"300,000,000",0,1,0,5 beds,5 baths,6 Toilets,Onikoyi
5894,52 Flats Of 3 Bedrooms With Bq,... Ikoyi Lagos,₦,"10,000,000,000",0,1,0,3 beds,0 baths,0 Toilets,Other Ikoyi
5895,15 Units Of 3 Bedroom Flat,... 2nd Avenue Extension Ikoyi Lagos,₦,"200,000,000",0,0,1,3 beds,3 baths,3 Toilets,Other Ikoyi
5896,Land Measuring 1200sqm,Shoreline Estates Banana Island Ikoyi Lagos,₦,"550,000,000",0,0,0, beds, baths, Toilets,Banana Island
5897,Beautiful Massive Luxury 5 Bedroom Detached Mansion For Sale,Off Bourdillon Bourdillon Ikoyi Lagos,₦,"670,000,000",0,1,0,5 beds,5 baths,7 Toilets,Other Ikoyi
5898,A Brand New & Spacious 3 Bedroom Apartments With A Bq,Banana Island Banana Island Ikoyi Lagos,₦,"130,000,000",1,1,0,3 beds,3 baths,3 Toilets,Banana Island
5899,Newly Built 5 Bedroom Semi Detached Duplex With Bq,Banana Island Ikoyi Lagos,₦,"450,000,000",1,1,1,5 beds,5 baths, Toilets,Banana Island
5900,Luxury Beautiful Service 8units 5bedroom Fully Detached’s Duplex With 1room Bq,Old Ikoyi Old Ikoyi Ikoyi Lagos,₦,"370,000,000",1,1,0,5 beds,5 baths,6 Toilets,Old Ikoyi
5901,5 Bed Room Detach Duplex,Banana Island Ikoyi Lagos,₦,"370,000,000",0,1,1,5 beds,5 baths,5 Toilets,Banana Island
5902,Newly Built 5 Bedroom Semi Detached Duplex With Servant Quarters,Olori Mojisola Onikoyi Mojisola Onikoyi Estate Ikoyi Lagos,₦,"5,000,000,000",0,1,1,5 beds, baths, Toilets,Onikoyi
5903,A 5 Bedroom Semi Detached Duplex For Sale At Onikoyi Lagos,Olori Mojisola Onikoyi Osborne Foreshore Estate Ikoyi Lagos,₦,"500,000,000",0,0,0,5 beds, baths, Toilets,Foreshore
5904,4bedroom Terrace Duplex And One 5bedroom Penthouse,Off Bourdillon Bourdillon Ikoyi Lagos,₦,"245,000,000",1,1,0,4 beds,5 baths,5 Toilets,Other Ikoyi
5905,Well Finished 4bedroom Semi Detached House,Old Ikoyi Old Ikoyi Ikoyi Lagos,₦,"190,000,000",0,1,1,4 beds,4 baths,5 Toilets,Old Ikoyi
5906,4bedroom Terrace Duplex And 5bedroom Penthouse Off Plan Sales,Off Bourdillon Bourdillon Ikoyi Lagos,₦,"200,000,000",0,1,0,4 beds,4 baths,6 Toilets,Other Ikoyi
5907,Newly Built Luxury 4 Bedroom Terrace House,Osborne 2 Osborne Foreshore Estate Ikoyi Lagos,₦,"105,000,000",0,0,0,4 beds,4 baths,0 Toilets,Foreshore
5908,A Luxurious 4 Bedroom Maisonette (penthouse),"Joe Faraday, Off Banana Island Road, Ikoyi. (frankforte Height) Mojisola Onikoyi Estate Ikoyi Lagos",₦,"250,000,000",1,0,0,4 beds,4 baths,5 Toilets,Onikoyi
5909,Prime Fenced Land For Sale,Second Avenue Ikoyi 2nd Avenue Extension Ikoyi Lagos,₦,"2,200,000,000",0,0,0, beds, baths, Toilets,Other Ikoyi
5910,The Penthouse Apartments Aduke Court Ikoyi,"Off Bourdillion, Ikoyi Bourdillon Ikoyi Lagos",₦,"500,000,000",0,1,1,4 beds,5 baths, Toilets,Other Ikoyi
5911,Masterpiece 5bed Townhouse,Banana Island Banana Island Ikoyi Lagos,₦,"500,000,000",1,1,0,5 beds,5 baths,5 Toilets,Banana Island
5912,5bed Detached House With 2bed Bq,Banana Island Banana Island Ikoyi Lagos,₦,"470,000,000",1,1,0,5 beds,5 baths,5 Toilets,Banana Island
5913,Brand New 4 Bedroom Terrace Duplex For Sale In Old Ikoyi,Old Ikoyi Ikoyi Lagos,₦,"220,000,000",1,1,0,4 beds,4 baths,5 Toilets,Old Ikoyi
5914,Luxury Brand New 5 Bedroom Semi Detached Duplex For Sale In Onikoyi,Mojisola Onikoyi Estate Ikoyi Lagos,₦,"300,000,000",0,1,0,5 beds,5 baths,6 Toilets,Onikoyi
5915,Magnificent 5 Bedroom Fully Detached Duplex For Sale In Old Ikoyi,Old Ikoyi Ikoyi Lagos,₦,"750,000,000",0,1,0,5 beds,5 baths,6 Toilets,Old Ikoyi
5916,A Brand New Luxury 3 Bedroom Flat Is Now Available For Sale In Mojisola Onikoyi Estate Ikoyi With,Mojisola Onikoyi Estate Ikoyi Lagos,₦,"200,000,000",0,1,0,3 beds,3 baths,4 Toilets,Onikoyi
5917,Serviced 4bedroom Detached Duplex For Sale At Alexander Old Ikoyi,Alexander Old Ikoyi Ikoyi Lagos,₦,"280,000,000",0,0,0,4 beds,4 baths,4 Toilets,Old Ikoyi
5918,5bedroom Semi Detached Duplex For Sale At Awolowo Road Ikoyi,Okotiebo Awolowo Road Ikoyi Lagos,₦,"160,000,999",0,1,0,5 beds,5 baths,5 Toilets,Other Ikoyi
5919,A Brand New Detached 4 Bedroom And 2 Rooms Bq Sitting On 500 Square Meters Land,Banana Island Ikoyi Lagos,₦,"550,000,000",1,1,1,4 beds,5 baths,4 Toilets,Banana Island
5920,"*federal Government Allocation* 8,200sqm Land Located On The Corner Piece Between Turbo Road And Bannan Island Road.",Banana Island Road Ikoyi Lagos,₦,"2,378,000,000",0,0,0, beds, baths, Toilets,Banana Island
5921,Land Size: 4600m² For Sale, Gerard Road Ikoyi Lagos,₦,"2,500,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikoyi
5922,2 Bedroom Flat,... Ikoyi Lagos,₦,"80,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikoyi
5923,4 Bedroom Terrace Duplex For Sale,Ikoyi Ikoyi Lagos,₦,"250,000",1,1,1,4 beds,4 baths,4 Toilets,Other Ikoyi
5924,5 Bedroom Duplex For Sale In Onikoyi 08jul08,Mojisola Onikoyi Estate Ikoyi Lagos,₦,"400,000,000",0,0,0,5 beds,5 baths,5 Toilets,Onikoyi
5925,5 Bedroom Block Of Flats, Banana Island Ikoyi Lagos,₦,"181,400,000",0,0,0,0 beds,0 baths,0 Toilets,Banana Island
5926,8 Bedroom Terrace Duplex, Osborne Foreshore Estate Ikoyi Lagos,₦,"129,990,000",0,0,0,0 beds,0 baths,0 Toilets,Foreshore
5927,4 Bedroom Luxury Maisonette,... Osborne Foreshore Estate Ikoyi Lagos,₦,"60,990,000",0,0,0,0 beds,0 baths,0 Toilets,Foreshore
5928,Contemporary 3 Bedroom Serviced Apartment,"Banana Island, Ikoyi, Lagos. Banana Island Ikoyi Lagos",₦,"150,000,000",0,1,0,3 beds,4 baths,4 Toilets,Banana Island
5929,Waterfront 4 Bedroom Duplex,"Banana Island, Ikoyi, Lagos. Banana Island Ikoyi Lagos",₦,"120,000,000",0,1,0,4 beds,5 baths,5 Toilets,Banana Island
5930,Luxury 5 Bedroom Semi Detached Apartment,"Banana Island, Ikoyi, Lagos. Banana Island Ikoyi Lagos",₦,"300,000,000",0,1,0,5 beds,6 baths,6 Toilets,Banana Island
5931,Contemporary 3 Bedroom Serviced Apartment,"Banana Island, Ikoyi, Lagos. Banana Island Ikoyi Lagos",₦,"175,000,000",1,1,0,3 beds,4 baths,4 Toilets,Banana Island
5932,State Of The Heart Waterfront 5 Bedroom Semi Detached Duplex,"Banana Island, Ikoyi, Lagos. Banana Island Ikoyi Lagos",₦,"450,000,000",0,1,0,5 beds,6 baths,6 Toilets,Banana Island
5933,Luxury Duplex,Glover Ikoyi Old Ikoyi Ikoyi Lagos,₦,"1,000,000,000",0,1,0,7 beds,7 baths,7 Toilets,Old Ikoyi
5934,First Class Luxury Duplex,Gloval Ikoyi Ikoyi S.w Ikoyi Lagos,₦,"1,000,000,000",0,1,0,7 beds,7 baths,7 Toilets,Other Ikoyi
5935,3 Bedroom Terrace Duplex For Sale In Banana Island 03jul12,Banana Island Ikoyi Lagos,₦,"250,000,000",0,0,1,3 beds,3 baths,3 Toilets,Banana Island
5936,5 Bedroom Semi Detached Duplex For Sale In Banana Island 03jul07,Banana Island Ikoyi Lagos,₦,"450,000,000",0,0,1,5 beds,5 baths,5 Toilets,Banana Island
5937,C Of O,Off Ikoyi Osborne Foreshore Estate Ikoyi Lagos,₦,"185,000,000",0,0,0, beds, baths, Toilets,Foreshore
5938,*distressed Sale* Land For Sale On Bourdillion Road.,Bourdillon Ikoyi Lagos,₦,"2,500,000,000",0,1,0, beds, baths, Toilets,Other Ikoyi
5939,"Bare Land Measuring 1,730 Square Meters & Rectangular In Shape",Alexander Road Ikoyi Lagos,₦,"700,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikoyi
5940,Luxury 3 Bedroom Flat With Boys' Quarters,Awolowo Road Ikoyi Lagos,₦,"100,000,000",1,0,0,3 beds,3 baths,4 Toilets,Other Ikoyi
5941,Block 0f 2 No 2 Bedroom Flat,Alh. Bashorun Ikoyi S.w Ikoyi Lagos,₦,"200,000,000",0,0,0,6 beds,6 baths,4 Toilets,Other Ikoyi
5942,Four(4) Bedroom Terrace Duplex With Governor's Consent,Ikoyi Lagos,₦,"180,000,000",0,0,0, beds, baths, Toilets,Other Ikoyi
5943,6 Bedroom Detached Duplex,.... Banana Island Ikoyi Lagos,₦,"1,200,000,000",0,0,0,0 beds,0 baths,0 Toilets,Banana Island
5944,6 Bedroom Detached Duplex,... Banana Island Ikoyi Lagos,₦,"900,000,000",0,0,0,0 beds,0 baths,0 Toilets,Banana Island
5945,4 Bedroom Block Of Flats, Osborne Foreshore Estate Ikoyi Lagos,₦,"59,900,000",0,0,0,0 beds,0 baths,0 Toilets,Foreshore
5946,5 Bedroom Detached Duplex,... Parkview Estate Ikoyi Lagos,₦,"850,000,000",0,0,0,0 beds,0 baths,0 Toilets,Parkview
5947,Five Bedroom Fully Detached Duplex With 2bq,Banana Island Ikoyi Lagos,₦,"1,200,000,000",0,1,0,5 beds, baths, Toilets,Banana Island
5948,4 Bedroom Semi Detached Duplex,... Parkview Estate Ikoyi Lagos,₦,"8,500,000",0,0,0,0 beds,0 baths,0 Toilets,Parkview
5949,4 Bedroom Terrace Duplex,... Parkview Estate Ikoyi Lagos,₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets,Parkview
5950,"Luxury 4 Bedroom Flat For Sale At Bourdillon, Old Ikoyi",Bourdillon Ikoyi Lagos,₦,"300,000,000",1,0,0,4 beds,4 baths,5 Toilets,Other Ikoyi
5951,Plot Measuring *405sqms With Fgn Cofo Selling For N245m*,Off Ondo Street Banana Island Ikoyi Lagos,₦,"245,000,000",0,0,0, beds, baths, Toilets,Banana Island
5952,Brand New 4 Bedroom Detached House With 2 Rooms Bq With Parking For 4 6 Vehicles On 450sqms,Off Glover Road Old Ikoyi Ikoyi Lagos,₦,"320,000,000",0,1,0,4 beds,4 baths,5 Toilets,Old Ikoyi
5953,4 Bedroom Terrace Duplex,... Parkview Estate Ikoyi Lagos,₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets,Parkview
5954,3 Bedroom Flat,... Ikoyi Lagos,₦,"220,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikoyi
5955,5 Bedroom Detached Duplex,... Ikoyi Lagos,₦,"425,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikoyi
5956,5 Bedroom Semi Detached House For Sale In Banana Island 22jun03,Banana Island Ikoyi Lagos,₦,"350,000,000",0,1,0,5 beds,5 baths,5 Toilets,Banana Island
5957,A 7 Bdrm Waterfront Det. Hse With 3 Rm Bq On 6400 Sqm* Land,"Jubril Aminu Str. Off Tony Eromosele Str. Parkview, Ikoyi. Ikoyi Lagos",₦,"1,400,000,000",1,1,1,7 beds,7 baths,7 Toilets,Parkview
5958,"Penthouse, Comprising Of A Chapel And Gym, 8 Bedrooms Ensuite Osborne Phase 2, Ikoyi, Lagos",Osborne Phase 2 Osborne Foreshore Estate Ikoyi Lagos,₦,"800,000,000",1,0,0,8 beds,7 baths,7 Toilets,Foreshore
5959,Architectural Masterpiece Which Consists Of 16 Ultra Luxury Maisonettes And 2 Pent Houses Of 4 Bedrooms Each.,Banana Island Banana Island Ikoyi Lagos,$,"1,300,000,000",1,1,0,4 beds,5 baths,5 Toilets,Banana Island
5960,"A Gated Cul De Sac, Waterfront 4nos Newly Built 5bedroom Semidetached Houses Situates In Banana Island, Ikoyi, Lagos",Banana Island Ikoyi Lagos,₦,"450,000,000",0,1,0,5 beds, baths, Toilets,Banana Island
5961,Brand New Self Service 3 Bedroom Terrace Duplex For Let At Osborne Phase 2 Ikoyi Lagos.,Osborne Foreshore Estate Ikoyi Lagos,₦,"100,000,000",0,1,0,3 beds,3 baths,4 Toilets,Foreshore
5962,Luxury Waterfront 3 Bedroom Flat For Sale In Banana Island Ikoyi.,Banana Island Ikoyi Lagos,₦,"180,000,000",1,1,0,3 beds,3 baths,4 Toilets,Banana Island
5963,Five Bedroom,Banana Island Ikoyi Lagos,₦,"540,000,000",0,1,0,5 beds,6 baths,6 Toilets,Banana Island
5964,A Newly Built Semi Detached 5bedroom Duplex For Sale At Banana Island Ikoyi,Banana Island Banana Island Ikoyi Lagos,₦,"450,000,000",0,1,0,5 beds,5 baths,5 Toilets,Banana Island
5965,Jv Banana Island,Banana Island Ikoyi Lagos,₦,"1,000,000,000",0,0,0, beds, baths, Toilets,Banana Island
5966,5 Bedroom Standalone Home With A Swimming Pool And 24 Hour Power Supply For Sale At Bank Road Ikoyi,In A Serviced Estate At Bank Road Old Ikoyi Ikoyi Lagos,₦,"300,000,000",0,0,0,5 beds,5 baths,6 Toilets,Old Ikoyi
5967,4 Bedroom Terrace Duplex,... Osborne Foreshore Estate Ikoyi Lagos,₦,"200,000,000",0,0,0,0 beds,0 baths,0 Toilets,Foreshore
5968,6 Bedroom Waterfront Duplex,Banana Island Ikoyi Lagos,₦,"900,000,000",0,0,0,6 beds,7 baths,7 Toilets,Banana Island
5969,5 Bedroom Detached Duplex,... Parkview Estate Ikoyi Lagos,₦,"370,000,000",0,0,0,0 beds,0 baths,0 Toilets,Parkview
5970,Luxury 3 Bedroom Apartment With Detached Bq,Adeyemi Lawson Street Bourdillon Ikoyi Lagos,₦,"200,000,000",0,1,0,3 beds,4 baths,4 Toilets,Other Ikoyi
5971,4 Bedroom Apartment,... Old Ikoyi Ikoyi Lagos,$,"3,500,000",0,0,0,0 beds,0 baths,0 Toilets,Old Ikoyi
5972,5 Bedroom Detached House For Sale In Ikoyi 17jun03,Ikoyi Lagos,₦,"475,000,000",0,0,0,5 beds,5 baths,5 Toilets,Other Ikoyi
5973,4 Bedroom Detached Duplex,... Mojisola Onikoyi Estate Ikoyi Lagos,₦,"240,000,000",0,0,0,0 beds,0 baths,0 Toilets,Onikoyi
5974,"For Sale In Banana Island 1,279sqm Location Plot G Price 650m",Residents Banana Island Ikoyi Lagos,₦,"650,000,000",0,0,0, beds, baths, Toilets,Banana Island
5975,4 Bedroom Apartment For Sale At Parkview Estate Ikoyi,"Parkview Estate Ikoyi, Lagos. Parkview Estate Ikoyi Lagos",₦,"190,000,000",0,1,0,4 beds, baths, Toilets,Parkview
5976,5 Bedroom Detached Duplex For Sale,Ikoyi Lagos,₦,"750,000,000",0,1,0,5 beds,5 baths,6 Toilets,Other Ikoyi
5977,"5 Bedroom Fully Detached,house.","Banana Lsland,ikoyi Banana Island Ikoyi Lagos",₦,"850,000,000",0,0,0,5 beds,5 baths,5 Toilets,Banana Island
5978,"Fully And Exquisitely Furnished Luxury 5 Bedroom Penthouse Flat For Sale At Bella Vista Towers, Banana Island","Bella Vista Towers, Banana Island Banana Island Ikoyi Lagos",$,"5,000,000",1,0,1,5 beds,5 baths,6 Toilets,Banana Island
5979,Newly Built Luxury 6 Bedroom Fully Detached Duplex For Sale In Banana Island,Banana Island Ikoyi Lagos,₦,"550,000,000",0,1,0,6 beds,6 baths,7 Toilets,Banana Island
5980,Luxury 5 Bedroom Detached Duplexes And Townhouses With Bq,Banana Island Ikoyi Lagos,₦,"700,000,000",0,1,0,5 beds,5 baths,6 Toilets,Banana Island
5981,Newly Built Luxury 5 Bedroom Detached Duplex For Sale In Shoreline Estate Ikoyi,Shoreline Estate Mojisola Onikoyi Estate Ikoyi Lagos,₦,"480,000,000",0,1,0,5 beds,5 baths,6 Toilets,Onikoyi
5982,"1,000sqm Land Wit 4bedroom Detached House.",Old Ikoyi Ikoyi Lagos,₦,"430,000,000",0,0,0, beds, baths, Toilets,Old Ikoyi
5983,Joint Venture On A Plot Of Bare Land At Ikoyi,Osborne Foreshore Estate Ikoyi Lagos,₦,"270,000,000",0,0,0, beds, baths, Toilets,Foreshore
5984,Luxury 4 Bedroom Terrace Duplex With 2 Room Bq And Excellent Facilities,Ikoyi Old Ikoyi Ikoyi Lagos,₦,"240,000,000",0,0,0,4 beds,4 baths,5 Toilets,Old Ikoyi
5985,Classically Finished 4 Bedroom Detached Duplex With A Room Bq And Excellent Facilities,Ikoyi Banana Island Ikoyi Lagos,₦,"500,000,000",0,1,0,4 beds,4 baths,5 Toilets,Banana Island
5986,Luxury 3 Bedroom Flat Pent House With Excellent Facilities,Ikoyi Osborne Foreshore Estate Ikoyi Lagos,₦,"250,000,000",0,0,0,3 beds,3 baths,4 Toilets,Foreshore
5987,5 Bedroom Detached Duplex For Sale,Ikoyi Bourdillon Ikoyi Lagos,₦,"750,000,000",0,1,0,5 beds,5 baths,6 Toilets,Other Ikoyi
5988,Tastefully Finished 3 Bedroom Flat With A Room Bq And Excellent Facilities,Ikoyi Osborne Foreshore Estate Ikoyi Lagos,₦,"175,000,000",0,0,0,3 beds,3 baths,4 Toilets,Foreshore
5989,Tastefully Finished 5 Bedroom Terrace Duplex With 2 Room Bq And Excellent Facilities,Ikoyi Old Ikoyi Ikoyi Lagos,₦,"260,000,000",0,0,0,5 beds,5 baths,6 Toilets,Old Ikoyi
5990,"2 Units 5bedroom Semi Detached Duplex In A Waterfront Mini Estate With Jetty Access,elevator",Banana Island Ikoyi Lagos,₦,"450,000,000",0,0,0,5 beds, baths, Toilets,Banana Island
5991,Luxury 4 Bedroom Terrace Duplex For Sale In Parkview Estate,Parkview Estate Ikoyi Lagos,₦,"150,000,000",0,0,0,4 beds,4 baths,5 Toilets,Parkview
5992,Luxury Brand New 3 Bedroom Flat For Sale In Banana Island Ikoyi Lagos.,Banana Island Ikoyi Lagos,₦,"155,000,000",0,0,0,3 beds,3 baths,4 Toilets,Banana Island
5993,Massive 5 Bedroom House For Sale Off Awolowo Road Old Ikoyi Lagos On 660sqm,Awolowo Road Ikoyi Lagos,₦,"300,000,000",0,0,0,5 beds,5 baths,6 Toilets,Other Ikoyi
5994,52 Flats Of 3 Bedroom With Bq,Gerard Street Ikoyi Lagos. Gerard Road Ikoyi Lagos,₦,"10,000,000,000",0,1,0,10 beds,10 baths,10 Toilets,Other Ikoyi
5995,Newly Built Luxury 5 Bedroom Semi Detached Duplex For Sale In Onikoyi Banana Island,Banana Island Ikoyi Lagos,₦,"380,000,000",0,1,0,5 beds,5 baths,6 Toilets,Banana Island
5996,4 Bedroom Terrace Duplex For Sale In Ikoyi 10jun28,Ikoyi Lagos,₦,"110,000,000",0,0,1,4 beds,4 baths,4 Toilets,Other Ikoyi
5997,5 Bedroom Semi Detached Duplex For Sale In Ikoyi 10jun25,Ikoyi Lagos,₦,"320,000,000",0,0,1,5 beds,5 baths,5 Toilets,Other Ikoyi
5998,New Five Bedroom Terrace House On 4 Floors Having An Inbuilt Elevator,Off Bourdillon & Also Accessible From Queens Drive Bourdillon Ikoyi Lagos,₦,"240,000,000",0,1,0,5 beds,4 baths,5 Toilets,Other Ikoyi
5999,5 Bedroom Semi Detached Duplex For Sale In Ikoyi 09jun38,Ikoyi Lagos,₦,"350,000,000",0,1,1,5 beds,5 baths,5 Toilets,Other Ikoyi
6000,5 Bedroom Detached House For Sale In Ikoyi 09jun37,Ikoyi Lagos,₦,"475,000,000",0,0,0,5 beds,5 baths,5 Toilets,Other Ikoyi
6001,3 Bedroom Apartment For Sale In Banana Island 09jun25,Banana Island Ikoyi Lagos,₦,"150,000,000",0,0,1,3 beds,3 baths,3 Toilets,Banana Island
6002,Movamo Court,"Close 216, Second Avenue, Banana Island Ikoyi Lagos",₦,"4,500,000,000",0,0,0,3 beds,3 baths,3 Toilets,Banana Island
6003,Newly Built 5 Bedrooms Terrace Duplex,Banana Island Ikoyi Lagos,₦,"600,000,000",0,1,1,5 beds, baths, Toilets,Banana Island
6004,4 Bedroom Terrace Duplex For Sale In Ikoyi 07jun17,Ikoyi Lagos,₦,"110,000,000",0,0,1,4 beds,4 baths,4 Toilets,Other Ikoyi
6005,5 Bedroom Detached House,Bode Olajumoke Crescent Parkview Estate Ikoyi Lagos,₦,"300,000,000",0,0,0,5 beds, baths, Toilets,Parkview
6006,(off Plan Development) Luxurious 3 Bedroom Flats With State Of The Art Finishing And Fitted Kitchens,Osborne Foreshore Estate Ikoyi Lagos,₦,"100,000,000",0,1,0,3 beds, baths, Toilets,Foreshore
6007,Terraced 4 Bedroom Duplex For Sale,Banana Island Ikoyi Lagos,₦,"300,000,000",0,1,0,4 beds,4 baths,5 Toilets,Banana Island
6008,Newly Built 6 Bedroom Duplex,"Plot J52 314 Close, Second Avenue, Banana Island Ikoyi, Eti Osa Local Government, Lagos Banana Island Ikoyi Lagos",₦,"1,500,000,000",0,1,0,6 beds,6 baths,6 Toilets,Banana Island
6009,7 Bedroom Detached Duplex For Sale In Banana Island 06jun11,Banana Island Ikoyi Lagos,₦,"800,000,000",0,0,1,7 beds,7 baths,7 Toilets,Banana Island
6010,Luxurious 4bedroom Terrace Duplex With 2room Bqfor Sale,Parkviwe Parkview Estate Ikoyi Lagos,₦,"160,000,000",0,1,0,4 beds,4 baths,5 Toilets,Parkview
6011,4 Bedrooms Luxury Townhouse With 2 Maids Room,"Zone M, Federal Government Layout Banana Island Ikoyi Lagos",₦,"350,000,000",1,1,0,4 beds,4 baths,5 Toilets,Banana Island
6012,Premium 4 Bedroom Maisonette With A Maids Room,Probyn Road (osinowo Road) Off Bourdillon Bourdillon Ikoyi Lagos,₦,"350,000,000",1,1,0,4 beds,4 baths,5 Toilets,Other Ikoyi
6013,4 Bedroom Semi Detached House For Sale In Ikoyi 03jun16,Ikoyi Lagos,₦,"230,000,000",1,1,0,4 beds,4 baths,4 Toilets,Other Ikoyi
6014,"Block Of 6 (2) Bedrooms Flats, With A Very Spacious Car Park For Sale In Old Ikoyi....",Old Ikoyi Ikoyi Lagos,₦,"500,000,000",0,0,0,2 beds,2 baths,3 Toilets,Old Ikoyi
6015,5 Bedroom Residential Building With Boys Quaters,Ikoyi S.w Ikoyi Lagos,₦,"230,000,000",0,0,0,5 beds,5 baths,5 Toilets,Other Ikoyi
6016,5 Bedroom Office Building,Ikoyi S.w Ikoyi Lagos,₦,"220,000,000",0,0,0,5 beds,5 baths,5 Toilets,Other Ikoyi
6017,7 Bedroom Semi Detached Duplex For Sale In Banana Island Ikoyi,Banana Island Ikoyi Lagos,₦,"900,000,000",1,0,0,7 beds,7 baths,8 Toilets,Banana Island
6018,5 Bedroom Duplex For Sale In Ikoyi 02jun16,Ikoyi Lagos,₦,"700,000,000",0,0,0,5 beds,5 baths,5 Toilets,Other Ikoyi
6019,4 Bedroom Fully Detached Duplex For Sale In Banana Island Ikoyi,Banana Island Ikoyi Lagos,₦,"520,000,000",0,1,1,4 beds,4 baths,5 Toilets,Banana Island
6020,8 Bedroom Apartment For Sale In Banana Island 21mar01,Banana Island Ikoyi Lagos,₦,"5,000,000,000",0,0,0,8 beds,8 baths,7 Toilets,Banana Island
6021,3 Bedroom Flat For Sale In Banana Island 12may39,Banana Island Ikoyi Lagos,₦,"150,000,000",0,0,0,3 beds,3 baths,3 Toilets,Banana Island
6022,4 Bedroom Maisonette For Sale In Banana Island 30may76,Banana Island Ikoyi Lagos,₦,"280,000,000",0,0,0,4 beds,4 baths,4 Toilets,Banana Island
6023,5 Bedroom Duplex For Sale In Banana Island 28may11,Banana Island Ikoyi Lagos,₦,"900,000,000",0,0,0,5 beds,5 baths,5 Toilets,Banana Island
6024,4 Bedroom Apartment For Sale In Banana Island 15apr1,Banana Island Ikoyi Lagos,₦,"250,000,000",0,0,0,4 beds,4 baths,4 Toilets,Banana Island
6025,5 Bedroom Fully Detached Duplex For Sale In Ikoyi 22apr28,Ikoyi Lagos,₦,"600,000,000",0,0,0,5 beds,5 baths,5 Toilets,Other Ikoyi
6026,Land For Sale In Ikoyi 23apr12,Ikoyi Lagos,₦,"1,500,000,000",0,0,0, beds, baths, Toilets,Other Ikoyi
6027,4 Bedroom Flat,.. Ikoyi Lagos,₦,"150,000,000",0,0,0,4 beds,4 baths,4 Toilets,Other Ikoyi
6028,4 Bedroom Terrace For Sale In Ikoyi 4apr5,Ikoyi Lagos,₦,"205,000,000",0,0,0,4 beds,4 baths,4 Toilets,Other Ikoyi
6029,5 Bedroom Detached House For Sale In Banana Island 01jun25,Banana Island Ikoyi Lagos,₦,"450,000,000",0,0,0,5 beds,5 baths,5 Toilets,Banana Island
6030,5 Bedroom Town House For Sale In Banana Island 25apr43,Banana Island Ikoyi Lagos,₦,"450,000,000",0,0,0,5 beds,5 baths,5 Toilets,Banana Island
6031,5 Bedroom Townhouse For Sale In Banana Island 29apr47,Banana Island Ikoyi Lagos,₦,"500,000,000",0,0,0,5 beds,5 baths,5 Toilets,Banana Island
6032,5 Bedroom Detached House For Sale In Banana Island 28apr4,Banana Island Ikoyi Lagos,₦,"700,000,000",0,0,0,5 beds,5 baths,5 Toilets,Banana Island
6033,3 Bedroom Maisonnette For Sale In Ikoyi 23apr11,Ikoyi Lagos,₦,"130,000,000",0,0,0,3 beds,3 baths,3 Toilets,Other Ikoyi
6034,4 Bedroom Duplex For Sale In Ikoyi 29apr50,Ikoyi Lagos,₦,"200,000,000",0,0,0,4 beds,4 baths,4 Toilets,Other Ikoyi
6035,4 Bedroom Detached Duplex For Sale In Banana Island 3apr33,Banana Island Ikoyi Lagos,₦,"550,000,000",0,0,0,4 beds,4 baths,4 Toilets,Banana Island
6036,5 Bedroom Detached Duplex For Sale In Ikoyi 7apr10,Ikoyi Lagos,₦,"550,000,000",0,0,0,5 beds,5 baths,5 Toilets,Other Ikoyi
